date;hour;price
2023-08-14;11;53,43
2023-08-14;12;63,25
2023-08-14;13;62,15
2023-08-14;14;65,50
2023-08-14;15;72,32
2023-08-14;16;80,52
2023-08-14;17;99,25
2023-08-14;18;120,89
2023-08-14;19;173,34
2023-08-14;20;24,58
2023-08-14;21;22,00
2023-08-14;22;18,34
2023-08-14;23;16,40
2023-08-15;0;17,04
2023-08-15;1;16,00
2023-08-15;2;14,89
2023-08-15;3;15,18
2023-08-15;4;15,31
2023-08-15;5;17,35
2023-08-15;6;19,17
2023-08-15;7;22,86
2023-08-15;8;26,26
2023-08-15;9;63,12
2023-08-15;10;34,03
2023-08-15;11;33,93
2023-08-15;12;23,85
2023-08-15;13;22,89
2023-08-15;14;22,98
2023-08-15;15;23,16
2023-08-15;16;68,57
2023-08-15;17;93,72
2023-08-15;18;106,06
2023-08-15;19;123,04
2023-08-15;20;24,35
2023-08-15;21;23,17
2023-08-15;22;18,99
2023-08-15;23;17,56
2023-08-16;0;15,24
2023-08-16;1;15,00
2023-08-16;2;13,78
2023-08-16;3;13,57
2023-08-16;4;13,30
2023-08-16;5;12,23
2023-08-16;6;15,22
2023-08-16;7;142,51
2023-08-16;8;126,47
2023-08-16;9;106,88
2023-08-16;10;96,92
2023-08-16;11;92,17
2023-08-16;12;89,44
2023-08-16;13;83,22
2023-08-16;14;79,98
2023-08-16;15;90,87
2023-08-16;16;94,88
2023-08-16;17;108,13
2023-08-16;18;128,07
2023-08-16;19;152,36
2023-08-16;20;20,91
2023-08-16;21;16,98
2023-08-16;22;13,85
2023-08-16;23;7,21
2023-08-17;0;2,25
2023-08-17;1;2,21
2023-08-17;2;1,87
2023-08-17;3;2,28
2023-08-17;4;3,72
2023-08-17;5;7,05
2023-08-17;6;12,25
2023-08-17;7;107,63
2023-08-17;8;130,90
2023-08-17;9;91,22
2023-08-17;10;24,92
2023-08-17;11;18,93
2023-08-17;12;18,55
2023-08-17;13;18,37
2023-08-17;14;18,59
2023-08-17;15;18,60
2023-08-17;16;18,98
2023-08-17;17;110,72
2023-08-17;18;130,49
2023-08-17;19;150,20
2023-08-17;20;142,12
2023-08-17;21;125,79
2023-08-17;22;24,97
2023-08-17;23;17,67
2023-08-18;0;18,10
2023-08-18;1;17,57
2023-08-18;2;17,08
2023-08-18;3;16,17
2023-08-18;4;16,42
2023-08-18;5;18,06
2023-08-18;6;18,65
2023-08-18;7;26,41
2023-08-18;8;31,34
2023-08-18;9;32,82
2023-08-18;10;30,82
2023-08-18;11;29,70
2023-08-18;12;28,54
2023-08-18;13;26,86
2023-08-18;14;25,18
2023-08-18;15;22,17
2023-08-18;16;19,96
2023-08-18;17;19,66
2023-08-18;18;19,46
2023-08-18;19;18,63
2023-08-18;20;17,94
2023-08-18;21;16,62
2023-08-18;22;15,61
2023-08-18;23;14,39
2023-08-19;0;15,39
2023-08-19;1;14,83
2023-08-19;2;14,54
2023-08-19;3;14,39
2023-08-19;4;14,17
2023-08-19;5;10,09
2023-08-19;6;12,46
2023-08-19;7;14,34
2023-08-19;8;15,65
2023-08-19;9;16,85
2023-08-19;10;17,52
2023-08-19;11;17,76
2023-08-19;12;16,69
2023-08-19;13;14,39
2023-08-19;14;12,59
2023-08-19;15;17,00
2023-08-19;16;18,02
2023-08-19;17;18,43
2023-08-19;18;18,24
2023-08-19;19;17,27
2023-08-19;20;16,32
2023-08-19;21;15,37
2023-08-19;22;14,37
2023-08-19;23;14,14
2023-08-20;0;14,33
2023-08-20;1;13,98
2023-08-20;2;13,83
2023-08-20;3;13,81
2023-08-20;4;13,90
2023-08-20;5;12,84
2023-08-20;6;13,58
2023-08-20;7;14,62
2023-08-20;8;16,74
2023-08-20;9;18,45
2023-08-20;10;19,07
2023-08-20;11;19,31
2023-08-20;12;18,77
2023-08-20;13;13,25
2023-08-20;14;13,84
2023-08-20;15;19,19
2023-08-20;16;19,62
2023-08-20;17;24,99
2023-08-20;18;109,31
2023-08-20;19;125,71
2023-08-20;20;136,64
2023-08-20;21;19,91
2023-08-20;22;19,24
2023-08-20;23;18,33
2023-08-21;0;17,38
2023-08-21;1;16,13
2023-08-21;2;15,90
2023-08-21;3;15,71
2023-08-21;4;15,95
2023-08-21;5;18,05
2023-08-21;6;19,79
2023-08-21;7;157,06
2023-08-21;8;133,98
2023-08-21;9;112,36
2023-08-21;10;101,54
2023-08-21;11;94,45
2023-08-21;12;28,18
2023-08-21;13;25,25
2023-08-21;14;24,70
2023-08-21;15;25,03
2023-08-21;16;24,97
2023-08-21;17;27,64
2023-08-21;18;114,23
2023-08-21;19;31,14
2023-08-21;20;30,20
2023-08-21;21;25,82
2023-08-21;22;19,91
2023-08-21;23;18,56
2023-08-22;0;18,75
2023-08-22;1;18,20
2023-08-22;2;17,43
2023-08-22;3;17,41
2023-08-22;4;18,03
2023-08-22;5;18,42
2023-08-22;6;20,99
2023-08-22;7;147,25
2023-08-22;8;133,66
2023-08-22;9;113,13
2023-08-22;10;99,94
2023-08-22;11;97,28
2023-08-22;12;25,41
2023-08-22;13;24,28
2023-08-22;14;22,79
2023-08-22;15;32,72
2023-08-22;16;97,55
2023-08-22;17;106,33
2023-08-22;18;141,70
2023-08-22;19;31,50
2023-08-22;20;28,15
2023-08-22;21;27,04
2023-08-22;22;23,58
2023-08-22;23;23,15
2023-08-23;0;20,62
2023-08-23;1;19,33
2023-08-23;2;19,26
2023-08-23;3;19,19
2023-08-23;4;20,89
2023-08-23;5;22,51
2023-08-23;6;26,90
2023-08-23;7;24,97
2023-08-23;8;28,26
2023-08-23;9;28,25
2023-08-23;10;27,77
2023-08-23;11;26,92
2023-08-23;12;25,45
2023-08-23;13;24,90
2023-08-23;14;24,47
2023-08-23;15;24,51
2023-08-23;16;24,60
2023-08-23;17;140,74
2023-08-23;18;220,09
2023-08-23;19;155,70
2023-08-23;20;99,95
2023-08-23;21;25,31
2023-08-23;22;21,62
2023-08-23;23;21,19
2023-08-24;0;20,11
2023-08-24;1;19,37
2023-08-24;2;18,78
2023-08-24;3;18,52
2023-08-24;4;18,82
2023-08-24;5;20,07
2023-08-24;6;22,12
2023-08-24;7;161,64
2023-08-24;8;159,70
2023-08-24;9;128,80
2023-08-24;10;110,79
2023-08-24;11;106,32
2023-08-24;12;106,37
2023-08-24;13;104,90
2023-08-24;14;108,71
2023-08-24;15;113,25
2023-08-24;16;119,93
2023-08-24;17;155,15
2023-08-24;18;206,70
2023-08-24;19;258,55
2023-08-24;20;205,94
2023-08-24;21;155,07
2023-08-24;22;155,45
2023-08-24;23;28,42
2023-08-25;0;28,46
2023-08-25;1;27,09
2023-08-25;2;25,54
2023-08-25;3;23,88
2023-08-25;4;23,75
2023-08-25;5;25,25
2023-08-25;6;27,30
2023-08-25;7;29,97
2023-08-25;8;136,07
2023-08-25;9;125,93
2023-08-25;10;113,87
2023-08-25;11;107,95
2023-08-25;12;99,50
2023-08-25;13;28,56
2023-08-25;14;27,71
2023-08-25;15;64,81
2023-08-25;16;98,40
2023-08-25;17;119,09
2023-08-25;18;138,59
2023-08-25;19;157,39
2023-08-25;20;147,79
2023-08-25;21;103,71
2023-08-25;22;23,66
2023-08-25;23;21,47
2023-08-26;0;21,03
2023-08-26;1;19,25
2023-08-26;2;18,22
2023-08-26;3;17,37
2023-08-26;4;16,93
2023-08-26;5;16,30
2023-08-26;6;17,40
2023-08-26;7;19,27
2023-08-26;8;22,53
2023-08-26;9;25,96
2023-08-26;10;27,31
2023-08-26;11;27,11
2023-08-26;12;25,69
2023-08-26;13;23,58
2023-08-26;14;22,54
2023-08-26;15;20,29
2023-08-26;16;19,28
2023-08-26;17;19,55
2023-08-26;18;19,58
2023-08-26;19;18,69
2023-08-26;20;17,93
2023-08-26;21;15,82
2023-08-26;22;14,50
2023-08-26;23;10,70
2023-08-27;0;14,03
2023-08-27;1;12,74
2023-08-27;2;11,79
2023-08-27;3;10,33
2023-08-27;4;10,30
2023-08-27;5;8,06
2023-08-27;6;6,48
2023-08-27;7;10,38
2023-08-27;8;12,97
2023-08-27;9;14,00
2023-08-27;10;14,49
2023-08-27;11;14,55
2023-08-27;12;12,34
2023-08-27;13;14,35
2023-08-27;14;14,60
2023-08-27;15;14,92
2023-08-27;16;17,23
2023-08-27;17;103,08
2023-08-27;18;117,06
2023-08-27;19;126,03
2023-08-27;20;122,07
2023-08-27;21;124,09
2023-08-27;22;23,43
2023-08-27;23;21,83
2023-08-28;0;24,41
2023-08-28;1;23,89
2023-08-28;2;24,64
2023-08-28;3;25,62
2023-08-28;4;29,44
2023-08-28;5;91,11
2023-08-28;6;111,18
2023-08-28;7;140,51
2023-08-28;8;145,66
2023-08-28;9;124,55
2023-08-28;10;116,58
2023-08-28;11;114,86
2023-08-28;12;105,07
2023-08-28;13;100,25
2023-08-28;14;98,18
2023-08-28;15;114,76
2023-08-28;16;116,47
2023-08-28;17;150,06
2023-08-28;18;162,85
2023-08-28;19;174,96
2023-08-28;20;166,73
2023-08-28;21;138,98
2023-08-28;22;39,94
2023-08-28;23;27,55
2023-08-29;0;16,15
2023-08-29;1;15,09
2023-08-29;2;14,46
2023-08-29;3;14,53
2023-08-29;4;15,23
2023-08-29;5;23,71
2023-08-29;6;118,96
2023-08-29;7;143,63
2023-08-29;8;164,73
2023-08-29;9;147,22
2023-08-29;10;128,60
2023-08-29;11;114,18
2023-08-29;12;108,52
2023-08-29;13;100,38
2023-08-29;14;97,74
2023-08-29;15;105,05
2023-08-29;16;111,35
2023-08-29;17;138,23
2023-08-29;18;155,85
2023-08-29;19;170,00
2023-08-29;20;158,60
2023-08-29;21;111,95
2023-08-29;22;45,06
2023-08-29;23;31,92
2023-08-30;0;45,98
2023-08-30;1;33,00
2023-08-30;2;34,14
2023-08-30;3;38,03
2023-08-30;4;60,00
2023-08-30;5;95,34
2023-08-30;6;127,16
2023-08-30;7;144,13
2023-08-30;8;139,91
2023-08-30;9;124,70
2023-08-30;10;110,29
2023-08-30;11;99,30
2023-08-30;12;97,74
2023-08-30;13;95,58
2023-08-30;14;94,10
2023-08-30;15;96,65
2023-08-30;16;95,74
2023-08-30;17;115,33
2023-08-30;18;139,92
2023-08-30;19;169,01
2023-08-30;20;168,09
2023-08-30;21;134,40
2023-08-30;22;116,62
2023-08-30;23;91,02
2023-08-31;0;90,66
2023-08-31;1;48,97
2023-08-31;2;35,91
2023-08-31;3;34,33
2023-08-31;4;35,38
2023-08-31;5;89,24
2023-08-31;6;105,41
2023-08-31;7;141,51
2023-08-31;8;127,72
2023-08-31;9;114,13
2023-08-31;10;96,87
2023-08-31;11;92,00
2023-08-31;12;90,06
2023-08-31;13;88,04
2023-08-31;14;86,26
2023-08-31;15;87,01
2023-08-31;16;89,01
2023-08-31;17;99,72
2023-08-31;18;119,05
2023-08-31;19;148,55
2023-08-31;20;139,15
2023-08-31;21;125,50
2023-08-31;22;103,99
2023-08-31;23;94,06
2023-09-01;0;20,19
2023-09-01;1;19,78
2023-09-01;2;18,97
2023-09-01;3;18,88
2023-09-01;4;18,98
2023-09-01;5;19,89
2023-09-01;6;21,48
2023-09-01;7;125,35
2023-09-01;8;126,32
2023-09-01;9;108,63
2023-09-01;10;99,77
2023-09-01;11;94,20
2023-09-01;12;89,82
2023-09-01;13;28,15
2023-09-01;14;26,39
2023-09-01;15;29,95
2023-09-01;16;30,29
2023-09-01;17;31,88
2023-09-01;18;124,09
2023-09-01;19;30,12
2023-09-01;20;26,71
2023-09-01;21;23,84
2023-09-01;22;21,97
2023-09-01;23;20,13
2023-09-02;0;18,89
2023-09-02;1;18,04
2023-09-02;2;17,33
2023-09-02;3;16,71
2023-09-02;4;17,08
2023-09-02;5;16,52
2023-09-02;6;18,41
2023-09-02;7;19,35
2023-09-02;8;19,61
2023-09-02;9;20,19
2023-09-02;10;20,40
2023-09-02;11;20,30
2023-09-02;12;19,73
2023-09-02;13;19,49
2023-09-02;14;19,48
2023-09-02;15;20,49
2023-09-02;16;21,68
2023-09-02;17;23,36
2023-09-02;18;82,40
2023-09-02;19;60,70
2023-09-02;20;24,91
2023-09-02;21;23,52
2023-09-02;22;21,54
2023-09-02;23;20,91
2023-09-03;0;19,80
2023-09-03;1;19,38
2023-09-03;2;19,20
2023-09-03;3;19,25
2023-09-03;4;19,58
2023-09-03;5;19,72
2023-09-03;6;19,68
2023-09-03;7;20,78
2023-09-03;8;87,39
2023-09-03;9;80,81
2023-09-03;10;58,85
2023-09-03;11;42,38
2023-09-03;12;21,09
2023-09-03;13;11,61
2023-09-03;14;4,94
2023-09-03;15;15,71
2023-09-03;16;52,37
2023-09-03;17;92,17
2023-09-03;18;107,39
2023-09-03;19;22,85
2023-09-03;20;19,62
2023-09-03;21;15,96
2023-09-03;22;9,68
2023-09-03;23;1,39
2023-09-04;0;-0,19
2023-09-04;1;-1,21
2023-09-04;2;-1,66
2023-09-04;3;-1,80
2023-09-04;4;-1,61
2023-09-04;5;-0,14
2023-09-04;6;2,61
2023-09-04;7;140,87
2023-09-04;8;126,80
2023-09-04;9;106,74
2023-09-04;10;90,65
2023-09-04;11;80,10
2023-09-04;12;75,79
2023-09-04;13;69,72
2023-09-04;14;69,96
2023-09-04;15;78,09
2023-09-04;16;88,79
2023-09-04;17;106,95
2023-09-04;18;135,12
2023-09-04;19;193,52
2023-09-04;20;168,62
2023-09-04;21;121,96
2023-09-04;22;-1,54
2023-09-04;23;-2,10
2023-09-05;0;-2,45
2023-09-05;1;-2,02
2023-09-05;2;-1,77
2023-09-05;3;-0,65
2023-09-05;4;0,01
2023-09-05;5;4,03
2023-09-05;6;14,35
2023-09-05;7;122,98
2023-09-05;8;105,08
2023-09-05;9;21,01
2023-09-05;10;18,06
2023-09-05;11;14,86
2023-09-05;12;14,00
2023-09-05;13;9,12
2023-09-05;14;12,13
2023-09-05;15;12,83
2023-09-05;16;13,01
2023-09-05;17;23,91
2023-09-05;18;126,00
2023-09-05;19;180,43
2023-09-05;20;150,82
2023-09-05;21;119,02
2023-09-05;22;2,96
2023-09-05;23;-0,16
2023-09-06;0;86,76
2023-09-06;1;83,47
2023-09-06;2;88,36
2023-09-06;3;89,90
2023-09-06;4;90,26
2023-09-06;5;100,51
2023-09-06;6;119,76
2023-09-06;7;141,83
2023-09-06;8;119,19
2023-09-06;9;89,20
2023-09-06;10;19,20
2023-09-06;11;18,92
2023-09-06;12;18,20
2023-09-06;13;18,33
2023-09-06;14;20,40
2023-09-06;15;34,75
2023-09-06;16;91,44
2023-09-06;17;105,87
2023-09-06;18;145,83
2023-09-06;19;189,53
2023-09-06;20;166,04
2023-09-06;21;97,52
2023-09-06;22;20,59
2023-09-06;23;17,20
2023-09-07;0;14,19
2023-09-07;1;12,85
2023-09-07;2;12,64
2023-09-07;3;12,58
2023-09-07;4;12,72
2023-09-07;5;14,29
2023-09-07;6;22,90
2023-09-07;7;130,00
2023-09-07;8;126,00
2023-09-07;9;102,68
2023-09-07;10;84,53
2023-09-07;11;70,61
2023-09-07;12;69,35
2023-09-07;13;47,88
2023-09-07;14;38,30
2023-09-07;15;32,97
2023-09-07;16;48,04
2023-09-07;17;103,14
2023-09-07;18;133,53
2023-09-07;19;167,27
2023-09-07;20;96,94
2023-09-07;21;20,60
2023-09-07;22;15,63
2023-09-07;23;12,93
2023-09-08;0;22,09
2023-09-08;1;18,94
2023-09-08;2;17,88
2023-09-08;3;17,50
2023-09-08;4;22,76
2023-09-08;5;93,26
2023-09-08;6;112,89
2023-09-08;7;133,76
2023-09-08;8;122,76
2023-09-08;9;100,31
2023-09-08;10;89,86
2023-09-08;11;82,48
2023-09-08;12;75,10
2023-09-08;13;70,91
2023-09-08;14;72,57
2023-09-08;15;80,23
2023-09-08;16;88,41
2023-09-08;17;107,90
2023-09-08;18;169,82
2023-09-08;19;223,63
2023-09-08;20;193,70
2023-09-08;21;25,55
2023-09-08;22;11,76
2023-09-08;23;9,73
2023-09-09;0;11,53
2023-09-09;1;11,15
2023-09-09;2;10,90
2023-09-09;3;10,83
2023-09-09;4;10,64
2023-09-09;5;8,76
2023-09-09;6;10,01
2023-09-09;7;10,55
2023-09-09;8;12,52
2023-09-09;9;15,28
2023-09-09;10;16,65
2023-09-09;11;16,25
2023-09-09;12;15,05
2023-09-09;13;10,66
2023-09-09;14;11,68
2023-09-09;15;13,31
2023-09-09;16;13,51
2023-09-09;17;13,42
2023-09-09;18;12,34
2023-09-09;19;10,11
2023-09-09;20;3,10
2023-09-09;21;1,93
2023-09-09;22;0,87
2023-09-09;23;-0,36
2023-09-10;0;-2,02
2023-09-10;1;-1,79
2023-09-10;2;-1,16
2023-09-10;3;-0,39
2023-09-10;4;0,54
2023-09-10;5;0,42
2023-09-10;6;2,24
2023-09-10;7;4,94
2023-09-10;8;10,16
2023-09-10;9;11,28
2023-09-10;10;11,58
2023-09-10;11;11,49
2023-09-10;12;8,28
2023-09-10;13;1,92
2023-09-10;14;5,48
2023-09-10;15;14,15
2023-09-10;16;17,13
2023-09-10;17;24,07
2023-09-10;18;25,96
2023-09-10;19;40,20
2023-09-10;20;27,62
2023-09-10;21;19,94
2023-09-10;22;15,94
2023-09-10;23;15,15
2023-09-11;0;15,30
2023-09-11;1;15,39
2023-09-11;2;16,15
2023-09-11;3;16,11
2023-09-11;4;15,68
2023-09-11;5;16,98
2023-09-11;6;130,26
2023-09-11;7;179,21
2023-09-11;8;136,44
2023-09-11;9;113,00
2023-09-11;10;95,16
2023-09-11;11;89,17
2023-09-11;12;87,67
2023-09-11;13;84,70
2023-09-11;14;85,50
2023-09-11;15;92,53
2023-09-11;16;98,70
2023-09-11;17;132,93
2023-09-11;18;262,96
2023-09-11;19;5,00
2023-09-11;20;2,21
2023-09-11;21;0,68
2023-09-11;22;-0,08
2023-09-11;23;-1,20
2023-09-12;0;-2,31
2023-09-12;1;-2,06
2023-09-12;2;-1,94
2023-09-12;3;-1,05
2023-09-12;4;0,04
2023-09-12;5;40,96
2023-09-12;6;151,97
2023-09-12;7;215,30
2023-09-12;8;146,39
2023-09-12;9;123,22
2023-09-12;10;108,44
2023-09-12;11;101,59
2023-09-12;12;96,46
2023-09-12;13;93,59
2023-09-12;14;97,08
2023-09-12;15;99,90
2023-09-12;16;109,17
2023-09-12;17;140,41
2023-09-12;18;187,01
2023-09-12;19;276,96
2023-09-12;20;184,40
2023-09-12;21;136,62
2023-09-12;22;115,55
2023-09-12;23;93,77
2023-09-13;0;106,45
2023-09-13;1;99,90
2023-09-13;2;97,86
2023-09-13;3;93,76
2023-09-13;4;93,49
2023-09-13;5;97,92
2023-09-13;6;124,74
2023-09-13;7;139,71
2023-09-13;8;137,72
2023-09-13;9;124,91
2023-09-13;10;103,21
2023-09-13;11;96,86
2023-09-13;12;93,97
2023-09-13;13;92,83
2023-09-13;14;92,02
2023-09-13;15;95,30
2023-09-13;16;96,02
2023-09-13;17;104,39
2023-09-13;18;124,98
2023-09-13;19;153,50
2023-09-13;20;141,67
2023-09-13;21;122,79
2023-09-13;22;11,95
2023-09-13;23;10,16
2023-09-14;0;11,08
2023-09-14;1;10,98
2023-09-14;2;10,75
2023-09-14;3;10,86
2023-09-14;4;11,23
2023-09-14;5;103,99
2023-09-14;6;139,88
2023-09-14;7;178,36
2023-09-14;8;155,09
2023-09-14;9;118,02
2023-09-14;10;96,82
2023-09-14;11;91,59
2023-09-14;12;91,25
2023-09-14;13;89,66
2023-09-14;14;88,14
2023-09-14;15;89,70
2023-09-14;16;94,16
2023-09-14;17;116,84
2023-09-14;18;173,01
2023-09-14;19;230,28
2023-09-14;20;185,80
2023-09-14;21;133,34
2023-09-14;22;114,14
2023-09-14;23;99,37
2023-09-15;0;100,89
2023-09-15;1;97,01
2023-09-15;2;96,30
2023-09-15;3;96,37
2023-09-15;4;97,03
2023-09-15;5;99,43
2023-09-15;6;138,64
2023-09-15;7;150,87
2023-09-15;8;125,07
2023-09-15;9;104,38
2023-09-15;10;93,58
2023-09-15;11;89,46
2023-09-15;12;78,57
2023-09-15;13;62,89
2023-09-15;14;71,19
2023-09-15;15;84,88
2023-09-15;16;93,40
2023-09-15;17;114,67
2023-09-15;18;155,21
2023-09-15;19;189,87
2023-09-15;20;142,75
2023-09-15;21;109,95
2023-09-15;22;99,60
2023-09-15;23;93,47
2023-09-16;0;93,93
2023-09-16;1;91,77
2023-09-16;2;86,56
2023-09-16;3;76,57
2023-09-16;4;85,18
2023-09-16;5;82,44
2023-09-16;6;100,99
2023-09-16;7;105,81
2023-09-16;8;99,23
2023-09-16;9;88,61
2023-09-16;10;77,10
2023-09-16;11;63,41
2023-09-16;12;53,18
2023-09-16;13;31,66
2023-09-16;14;33,57
2023-09-16;15;72,67
2023-09-16;16;85,34
2023-09-16;17;105,56
2023-09-16;18;130,35
2023-09-16;19;176,89
2023-09-16;20;140,17
2023-09-16;21;114,67
2023-09-16;22;102,51
2023-09-16;23;97,50
2023-09-17;0;11,30
2023-09-17;1;10,52
2023-09-17;2;9,93
2023-09-17;3;9,05
2023-09-17;4;6,13
2023-09-17;5;4,87
2023-09-17;6;79,34
2023-09-17;7;89,24
2023-09-17;8;91,57
2023-09-17;9;81,16
2023-09-17;10;69,10
2023-09-17;11;38,85
2023-09-17;12;20,61
2023-09-17;13;4,08
2023-09-17;14;4,30
2023-09-17;15;11,14
2023-09-17;16;49,28
2023-09-17;17;106,15
2023-09-17;18;124,96
2023-09-17;19;103,36
2023-09-17;20;15,09
2023-09-17;21;13,21
2023-09-17;22;12,23
2023-09-17;23;11,88
2023-09-18;0;9,51
2023-09-18;1;8,85
2023-09-18;2;8,64
2023-09-18;3;8,41
2023-09-18;4;8,63
2023-09-18;5;9,32
2023-09-18;6;9,32
2023-09-18;7;10,00
2023-09-18;8;10,42
2023-09-18;9;10,78
2023-09-18;10;10,88
2023-09-18;11;10,06
2023-09-18;12;9,89
2023-09-18;13;9,55
2023-09-18;14;8,90
2023-09-18;15;9,09
2023-09-18;16;9,67
2023-09-18;17;9,48
2023-09-18;18;8,59
2023-09-18;19;7,74
2023-09-18;20;4,96
2023-09-18;21;2,90
2023-09-18;22;0,42
2023-09-18;23;-0,07
2023-09-19;0;-0,02
2023-09-19;1;-0,20
2023-09-19;2;-1,12
2023-09-19;3;-1,15
2023-09-19;4;-1,12
2023-09-19;5;-0,03
2023-09-19;6;1,81
2023-09-19;7;2,61
2023-09-19;8;2,98
2023-09-19;9;2,92
2023-09-19;10;2,67
2023-09-19;11;1,50
2023-09-19;12;-1,11
2023-09-19;13;-1,36
2023-09-19;14;-1,86
2023-09-19;15;-1,90
2023-09-19;16;-0,08
2023-09-19;17;0,25
2023-09-19;18;0,25
2023-09-19;19;0,09
2023-09-19;20;0,00
2023-09-19;21;-0,07
2023-09-19;22;-0,49
2023-09-19;23;-1,96
2023-09-20;0;-3,43
2023-09-20;1;-3,70
2023-09-20;2;-3,70
2023-09-20;3;-3,40
2023-09-20;4;-2,67
2023-09-20;5;-1,26
2023-09-20;6;0,01
2023-09-20;7;2,06
2023-09-20;8;2,90
2023-09-20;9;2,98
2023-09-20;10;2,24
2023-09-20;11;0,54
2023-09-20;12;0,00
2023-09-20;13;-0,01
2023-09-20;14;0,00
2023-09-20;15;0,37
2023-09-20;16;2,89
2023-09-20;17;8,92
2023-09-20;18;9,97
2023-09-20;19;32,47
2023-09-20;20;9,18
2023-09-20;21;5,84
2023-09-20;22;2,68
2023-09-20;23;1,30
2023-09-21;0;0,59
2023-09-21;1;0,11
2023-09-21;2;0,00
2023-09-21;3;-0,01
2023-09-21;4;0,01
2023-09-21;5;0,59
2023-09-21;6;1,86
2023-09-21;7;3,99
2023-09-21;8;4,95
2023-09-21;9;3,17
2023-09-21;10;2,25
2023-09-21;11;1,83
2023-09-21;12;1,75
2023-09-21;13;1,41
2023-09-21;14;1,32
2023-09-21;15;1,58
2023-09-21;16;1,85
2023-09-21;17;2,08
2023-09-21;18;2,08
2023-09-21;19;1,90
2023-09-21;20;1,43
2023-09-21;21;0,52
2023-09-21;22;-0,01
2023-09-21;23;-0,61
2023-09-22;0;-1,57
2023-09-22;1;-1,65
2023-09-22;2;-1,47
2023-09-22;3;-1,17
2023-09-22;4;-0,74
2023-09-22;5;-0,01
2023-09-22;6;0,95
2023-09-22;7;134,72
2023-09-22;8;132,50
2023-09-22;9;107,18
2023-09-22;10;97,25
2023-09-22;11;88,75
2023-09-22;12;83,59
2023-09-22;13;75,92
2023-09-22;14;70,89
2023-09-22;15;73,26
2023-09-22;16;85,27
2023-09-22;17;1,04
2023-09-22;18;1,05
2023-09-22;19;1,00
2023-09-22;20;0,58
2023-09-22;21;0,06
2023-09-22;22;0,00
2023-09-22;23;-0,22
2023-09-23;0;-0,01
2023-09-23;1;-0,01
2023-09-23;2;-0,01
2023-09-23;3;0,00
2023-09-23;4;0,01
2023-09-23;5;0,28
2023-09-23;6;0,23
2023-09-23;7;1,00
2023-09-23;8;2,26
2023-09-23;9;3,08
2023-09-23;10;3,75
2023-09-23;11;3,80
2023-09-23;12;3,45
2023-09-23;13;3,33
2023-09-23;14;3,65
2023-09-23;15;4,59
2023-09-23;16;4,99
2023-09-23;17;5,96
2023-09-23;18;6,90
2023-09-23;19;6,13
2023-09-23;20;4,97
2023-09-23;21;4,92
2023-09-23;22;3,79
2023-09-23;23;2,69
2023-09-24;0;2,03
2023-09-24;1;1,70
2023-09-24;2;1,36
2023-09-24;3;1,04
2023-09-24;4;0,94
2023-09-24;5;1,18
2023-09-24;6;1,11
2023-09-24;7;1,82
2023-09-24;8;2,64
2023-09-24;9;2,75
2023-09-24;10;1,06
2023-09-24;11;0,85
2023-09-24;12;-0,03
2023-09-24;13;-2,62
2023-09-24;14;-1,98
2023-09-24;15;-0,03
2023-09-24;16;4,49
2023-09-24;17;7,60
2023-09-24;18;130,69
2023-09-24;19;153,32
2023-09-24;20;131,74
2023-09-24;21;78,21
2023-09-24;22;2,77
2023-09-24;23;1,47
2023-09-25;0;0,24
2023-09-25;1;-0,01
2023-09-25;2;-0,83
2023-09-25;3;-1,48
2023-09-25;4;-1,67
2023-09-25;5;-0,62
2023-09-25;6;0,01
2023-09-25;7;1,05
2023-09-25;8;1,88
2023-09-25;9;2,00
2023-09-25;10;1,69
2023-09-25;11;0,95
2023-09-25;12;0,11
2023-09-25;13;0,01
2023-09-25;14;0,01
2023-09-25;15;0,00
2023-09-25;16;0,00
2023-09-25;17;0,00
2023-09-25;18;0,01
2023-09-25;19;0,01
2023-09-25;20;-0,02
2023-09-25;21;-0,76
2023-09-25;22;-1,67
2023-09-25;23;-2,50
2023-09-26;0;-3,80
2023-09-26;1;-4,03
2023-09-26;2;-3,74
2023-09-26;3;-3,42
2023-09-26;4;-2,46
2023-09-26;5;-0,63
2023-09-26;6;148,60
2023-09-26;7;258,14
2023-09-26;8;159,56
2023-09-26;9;116,62
2023-09-26;10;100,41
2023-09-26;11;92,98
2023-09-26;12;88,75
2023-09-26;13;78,74
2023-09-26;14;88,44
2023-09-26;15;98,02
2023-09-26;16;104,51
2023-09-26;17;132,23
2023-09-26;18;175,92
2023-09-26;19;240,89
2023-09-26;20;156,49
2023-09-26;21;1,65
2023-09-26;22;0,43
2023-09-26;23;-0,04
2023-09-27;0;1,51
2023-09-27;1;1,17
2023-09-27;2;1,34
2023-09-27;3;1,31
2023-09-27;4;1,41
2023-09-27;5;2,20
2023-09-27;6;3,20
2023-09-27;7;217,36
2023-09-27;8;124,94
2023-09-27;9;57,95
2023-09-27;10;6,90
2023-09-27;11;5,69
2023-09-27;12;4,73
2023-09-27;13;3,29
2023-09-27;14;2,94
2023-09-27;15;2,93
2023-09-27;16;3,27
2023-09-27;17;11,53
2023-09-27;18;190,26
2023-09-27;19;209,55
2023-09-27;20;138,67
2023-09-27;21;2,95
2023-09-27;22;2,28
2023-09-27;23;2,05
2023-09-28;0;2,06
