hour,date,price
23,2023-07-30,"29,00"
0,2023-07-31,"30,00"
1,2023-07-31,"29,62"
2,2023-07-31,"29,50"
3,2023-07-31,"29,37"
4,2023-07-31,"28,21"
5,2023-07-31,"31,59"
6,2023-07-31,"32,46"
7,2023-07-31,"33,07"
8,2023-07-31,"34,20"
9,2023-07-31,"35,46"
10,2023-07-31,"35,51"
11,2023-07-31,"35,53"
12,2023-07-31,"35,20"
13,2023-07-31,"34,87"
14,2023-07-31,"32,74"
15,2023-07-31,"34,50"
16,2023-07-31,"34,74"
17,2023-07-31,"34,92"
18,2023-07-31,"36,14"
19,2023-07-31,"37,59"
20,2023-07-31,"34,93"
21,2023-07-31,"32,90"
22,2023-07-31,"30,79"
23,2023-07-31,"28,14"
0,2023-08-01,"26,04"
1,2023-08-01,"23,03"
2,2023-08-01,"19,85"
3,2023-08-01,"19,62"
4,2023-08-01,"19,97"
5,2023-08-01,"25,43"
6,2023-08-01,"28,57"
7,2023-08-01,"32,38"
8,2023-08-01,"33,99"
9,2023-08-01,"34,52"
10,2023-08-01,"33,97"
11,2023-08-01,"33,64"
12,2023-08-01,"33,39"
13,2023-08-01,"32,57"
14,2023-08-01,"32,92"
15,2023-08-01,"32,11"
16,2023-08-01,"32,17"
17,2023-08-01,"32,97"
18,2023-08-01,"34,74"
19,2023-08-01,"34,24"
20,2023-08-01,"32,32"
21,2023-08-01,"32,61"
22,2023-08-01,"29,93"
23,2023-08-01,"28,31"
0,2023-08-02,"87,23"
1,2023-08-02,"58,89"
2,2023-08-02,"53,63"
3,2023-08-02,"65,46"
4,2023-08-02,"68,55"
5,2023-08-02,"85,07"
6,2023-08-02,"99,61"
7,2023-08-02,"107,16"
8,2023-08-02,"95,79"
9,2023-08-02,"87,24"
10,2023-08-02,"77,17"
11,2023-08-02,"62,95"
12,2023-08-02,"50,77"
13,2023-08-02,"32,29"
14,2023-08-02,"23,60"
15,2023-08-02,"20,73"
16,2023-08-02,"27,24"
17,2023-08-02,"51,30"
18,2023-08-02,"67,59"
19,2023-08-02,"81,91"
20,2023-08-02,"79,90"
21,2023-08-02,"74,38"
22,2023-08-02,"64,12"
23,2023-08-02,"23,33"
0,2023-08-03,"7,32"
1,2023-08-03,"8,67"
2,2023-08-03,"3,10"
3,2023-08-03,"5,47"
4,2023-08-03,"7,03"
5,2023-08-03,"7,57"
6,2023-08-03,"14,76"
7,2023-08-03,"20,80"
8,2023-08-03,"67,97"
9,2023-08-03,"56,67"
10,2023-08-03,"40,52"
11,2023-08-03,"30,16"
12,2023-08-03,"26,49"
13,2023-08-03,"21,77"
14,2023-08-03,"17,98"
15,2023-08-03,"18,26"
16,2023-08-03,"25,94"
17,2023-08-03,"36,05"
18,2023-08-03,"72,88"
19,2023-08-03,"84,32"
20,2023-08-03,"94,28"
21,2023-08-03,"94,49"
22,2023-08-03,"79,07"
23,2023-08-03,"51,04"
0,2023-08-04,"17,65"
1,2023-08-04,"17,39"
2,2023-08-04,"17,20"
3,2023-08-04,"16,10"
4,2023-08-04,"15,00"
5,2023-08-04,"15,69"
6,2023-08-04,"17,65"
7,2023-08-04,"58,69"
8,2023-08-04,"88,50"
9,2023-08-04,"60,08"
10,2023-08-04,"53,72"
11,2023-08-04,"24,79"
12,2023-08-04,"24,35"
13,2023-08-04,"22,10"
14,2023-08-04,"20,53"
15,2023-08-04,"20,18"
16,2023-08-04,"20,27"
17,2023-08-04,"23,50"
18,2023-08-04,"42,42"
19,2023-08-04,"100,45"
20,2023-08-04,"136,45"
21,2023-08-04,"125,86"
22,2023-08-04,"77,98"
23,2023-08-04,"17,02"
0,2023-08-05,"9,15"
1,2023-08-05,"6,89"
2,2023-08-05,"4,89"
3,2023-08-05,"4,85"
4,2023-08-05,"4,93"
5,2023-08-05,"7,49"
6,2023-08-05,"12,79"
7,2023-08-05,"15,14"
8,2023-08-05,"16,13"
9,2023-08-05,"16,93"
10,2023-08-05,"17,24"
11,2023-08-05,"16,96"
12,2023-08-05,"16,54"
13,2023-08-05,"16,41"
14,2023-08-05,"16,51"
15,2023-08-05,"16,83"
16,2023-08-05,"17,15"
17,2023-08-05,"17,95"
18,2023-08-05,"18,45"
19,2023-08-05,"18,68"
20,2023-08-05,"18,15"
21,2023-08-05,"18,03"
22,2023-08-05,"17,73"
23,2023-08-05,"17,14"
0,2023-08-06,"15,17"
1,2023-08-06,"14,78"
2,2023-08-06,"13,47"
3,2023-08-06,"12,95"
4,2023-08-06,"11,95"
5,2023-08-06,"11,04"
6,2023-08-06,"10,97"
7,2023-08-06,"12,60"
8,2023-08-06,"15,99"
9,2023-08-06,"16,30"
10,2023-08-06,"16,69"
11,2023-08-06,"16,39"
12,2023-08-06,"16,24"
13,2023-08-06,"11,71"
14,2023-08-06,"11,96"
15,2023-08-06,"9,09"
16,2023-08-06,"11,81"
17,2023-08-06,"11,74"
18,2023-08-06,"11,02"
19,2023-08-06,"9,43"
20,2023-08-06,"4,63"
21,2023-08-06,"3,36"
22,2023-08-06,"1,29"
23,2023-08-06,"-1,00"
0,2023-08-07,"-0,19"
1,2023-08-07,"-1,20"
2,2023-08-07,"-2,07"
3,2023-08-07,"-2,54"
4,2023-08-07,"-2,38"
5,2023-08-07,"-1,68"
6,2023-08-07,"0,01"
7,2023-08-07,"2,30"
8,2023-08-07,"4,40"
9,2023-08-07,"4,96"
10,2023-08-07,"4,07"
11,2023-08-07,"1,00"
12,2023-08-07,"-0,01"
13,2023-08-07,"-0,81"
14,2023-08-07,"-1,11"
15,2023-08-07,"-1,14"
16,2023-08-07,"-0,90"
17,2023-08-07,"-0,04"
18,2023-08-07,"0,78"
19,2023-08-07,"2,93"
20,2023-08-07,"1,41"
21,2023-08-07,"0,71"
22,2023-08-07,"0,01"
23,2023-08-07,"-0,18"
0,2023-08-08,"-4,28"
1,2023-08-08,"-6,03"
2,2023-08-08,"-6,20"
3,2023-08-08,"-5,92"
4,2023-08-08,"-5,08"
5,2023-08-08,"-3,44"
6,2023-08-08,"-1,69"
7,2023-08-08,"-0,13"
8,2023-08-08,"-0,58"
9,2023-08-08,"-2,63"
10,2023-08-08,"-5,24"
11,2023-08-08,"-6,22"
12,2023-08-08,"-6,22"
13,2023-08-08,"-6,78"
14,2023-08-08,"-10,01"
15,2023-08-08,"-11,60"
16,2023-08-08,"-5,69"
17,2023-08-08,"-2,68"
18,2023-08-08,"-2,07"
19,2023-08-08,"-2,10"
20,2023-08-08,"-2,49"
21,2023-08-08,"-3,02"
22,2023-08-08,"-4,24"
23,2023-08-08,"-5,05"
0,2023-08-09,"-5,35"
1,2023-08-09,"-5,39"
2,2023-08-09,"-6,09"
3,2023-08-09,"-6,15"
4,2023-08-09,"-5,21"
5,2023-08-09,"-4,37"
6,2023-08-09,"-2,00"
7,2023-08-09,"0,03"
8,2023-08-09,"1,58"
9,2023-08-09,"2,17"
10,2023-08-09,"1,39"
11,2023-08-09,"1,48"
12,2023-08-09,"0,94"
13,2023-08-09,"1,34"
14,2023-08-09,"2,61"
15,2023-08-09,"2,21"
16,2023-08-09,"4,07"
17,2023-08-09,"7,96"
18,2023-08-09,"15,03"
19,2023-08-09,"14,56"
20,2023-08-09,"10,06"
21,2023-08-09,"10,86"
22,2023-08-09,"9,64"
23,2023-08-09,"6,42"
0,2023-08-10,"6,10"
1,2023-08-10,"6,08"
2,2023-08-10,"5,80"
3,2023-08-10,"5,43"
4,2023-08-10,"6,04"
5,2023-08-10,"7,96"
6,2023-08-10,"13,33"
7,2023-08-10,"17,23"
8,2023-08-10,"21,34"
9,2023-08-10,"23,31"
10,2023-08-10,"23,12"
11,2023-08-10,"22,92"
12,2023-08-10,"18,25"
13,2023-08-10,"18,01"
14,2023-08-10,"16,82"
15,2023-08-10,"16,94"
16,2023-08-10,"17,62"
17,2023-08-10,"18,53"
18,2023-08-10,"18,74"
19,2023-08-10,"18,32"
20,2023-08-10,"17,97"
21,2023-08-10,"16,96"
22,2023-08-10,"14,00"
23,2023-08-10,"9,96"
0,2023-08-11,"13,71"
1,2023-08-11,"13,28"
2,2023-08-11,"11,48"
3,2023-08-11,"10,62"
4,2023-08-11,"11,21"
5,2023-08-11,"13,38"
6,2023-08-11,"17,21"
7,2023-08-11,"19,56"
8,2023-08-11,"23,32"
9,2023-08-11,"23,64"
10,2023-08-11,"23,58"
11,2023-08-11,"20,06"
12,2023-08-11,"19,46"
13,2023-08-11,"17,87"
14,2023-08-11,"18,54"
15,2023-08-11,"18,61"
16,2023-08-11,"19,01"
17,2023-08-11,"19,91"
18,2023-08-11,"22,85"
19,2023-08-11,"23,57"
20,2023-08-11,"19,56"
21,2023-08-11,"18,30"
22,2023-08-11,"16,74"
23,2023-08-11,"14,08"
0,2023-08-12,"13,28"
1,2023-08-12,"11,44"
2,2023-08-12,"10,22"
3,2023-08-12,"8,63"
4,2023-08-12,"7,48"
5,2023-08-12,"5,00"
6,2023-08-12,"5,34"
7,2023-08-12,"8,05"
8,2023-08-12,"10,54"
9,2023-08-12,"12,85"
10,2023-08-12,"13,48"
11,2023-08-12,"11,93"
12,2023-08-12,"10,89"
13,2023-08-12,"10,11"
14,2023-08-12,"6,00"
15,2023-08-12,"6,92"
16,2023-08-12,"15,27"
17,2023-08-12,"17,42"
18,2023-08-12,"17,94"
19,2023-08-12,"17,88"
20,2023-08-12,"17,09"
21,2023-08-12,"16,10"
22,2023-08-12,"14,68"
23,2023-08-12,"13,32"
0,2023-08-13,"10,15"
1,2023-08-13,"10,58"
2,2023-08-13,"10,71"
3,2023-08-13,"11,24"
4,2023-08-13,"11,81"
5,2023-08-13,"9,30"
6,2023-08-13,"10,49"
7,2023-08-13,"13,24"
8,2023-08-13,"15,89"
9,2023-08-13,"17,01"
10,2023-08-13,"15,80"
11,2023-08-13,"13,79"
12,2023-08-13,"6,01"
13,2023-08-13,"1,10"
14,2023-08-13,"1,51"
15,2023-08-13,"6,92"
16,2023-08-13,"17,28"
17,2023-08-13,"19,30"
18,2023-08-13,"19,47"
19,2023-08-13,"19,49"
20,2023-08-13,"18,66"
21,2023-08-13,"18,18"
22,2023-08-13,"17,19"
23,2023-08-13,"14,16"
0,2023-08-14,"15,47"
1,2023-08-14,"14,60"
2,2023-08-14,"14,24"
3,2023-08-14,"14,17"
4,2023-08-14,"14,56"
5,2023-08-14,"16,08"
6,2023-08-14,"18,26"
7,2023-08-14,"24,44"
8,2023-08-14,"101,38"
9,2023-08-14,"89,36"
10,2023-08-14,"61,94"
11,2023-08-14,"53,43"
12,2023-08-14,"63,25"
13,2023-08-14,"62,15"
14,2023-08-14,"65,50"
15,2023-08-14,"72,32"
16,2023-08-14,"80,52"
17,2023-08-14,"99,25"
18,2023-08-14,"120,89"
19,2023-08-14,"173,34"
20,2023-08-14,"24,58"
21,2023-08-14,"22,00"
22,2023-08-14,"18,34"
23,2023-08-14,"16,40"
0,2023-08-15,"17,04"
1,2023-08-15,"16,00"
2,2023-08-15,"14,89"
3,2023-08-15,"15,18"
4,2023-08-15,"15,31"
5,2023-08-15,"17,35"
6,2023-08-15,"19,17"
7,2023-08-15,"22,86"
8,2023-08-15,"26,26"
9,2023-08-15,"63,12"
10,2023-08-15,"34,03"
11,2023-08-15,"33,93"
12,2023-08-15,"23,85"
13,2023-08-15,"22,89"
14,2023-08-15,"22,98"
15,2023-08-15,"23,16"
16,2023-08-15,"68,57"
17,2023-08-15,"93,72"
18,2023-08-15,"106,06"
19,2023-08-15,"123,04"
20,2023-08-15,"24,35"
21,2023-08-15,"23,17"
22,2023-08-15,"18,99"
23,2023-08-15,"17,56"
0,2023-08-16,"15,24"
1,2023-08-16,"15,00"
2,2023-08-16,"13,78"
3,2023-08-16,"13,57"
4,2023-08-16,"13,30"
5,2023-08-16,"12,23"
6,2023-08-16,"15,22"
7,2023-08-16,"142,51"
8,2023-08-16,"126,47"
9,2023-08-16,"106,88"
10,2023-08-16,"96,92"
11,2023-08-16,"92,17"
12,2023-08-16,"89,44"
13,2023-08-16,"83,22"
14,2023-08-16,"79,98"
15,2023-08-16,"90,87"
16,2023-08-16,"94,88"
17,2023-08-16,"108,13"
18,2023-08-16,"128,07"
19,2023-08-16,"152,36"
20,2023-08-16,"20,91"
21,2023-08-16,"16,98"
22,2023-08-16,"13,85"
23,2023-08-16,"7,21"
0,2023-08-17,"2,25"
1,2023-08-17,"2,21"
2,2023-08-17,"1,87"
3,2023-08-17,"2,28"
4,2023-08-17,"3,72"
5,2023-08-17,"7,05"
6,2023-08-17,"12,25"
7,2023-08-17,"107,63"
8,2023-08-17,"130,90"
9,2023-08-17,"91,22"
10,2023-08-17,"24,92"
11,2023-08-17,"18,93"
12,2023-08-17,"18,55"
13,2023-08-17,"18,37"
14,2023-08-17,"18,59"
15,2023-08-17,"18,60"
16,2023-08-17,"18,98"
17,2023-08-17,"110,72"
18,2023-08-17,"130,49"
19,2023-08-17,"150,20"
20,2023-08-17,"142,12"
21,2023-08-17,"125,79"
22,2023-08-17,"24,97"
23,2023-08-17,"17,67"
0,2023-08-18,"18,10"
1,2023-08-18,"17,57"
2,2023-08-18,"17,08"
3,2023-08-18,"16,17"
4,2023-08-18,"16,42"
5,2023-08-18,"18,06"
6,2023-08-18,"18,65"
7,2023-08-18,"26,41"
8,2023-08-18,"31,34"
9,2023-08-18,"32,82"
10,2023-08-18,"30,82"
11,2023-08-18,"29,70"
12,2023-08-18,"28,54"
13,2023-08-18,"26,86"
14,2023-08-18,"25,18"
15,2023-08-18,"22,17"
16,2023-08-18,"19,96"
17,2023-08-18,"19,66"
18,2023-08-18,"19,46"
19,2023-08-18,"18,63"
20,2023-08-18,"17,94"
21,2023-08-18,"16,62"
22,2023-08-18,"15,61"
23,2023-08-18,"14,39"
0,2023-08-19,"15,39"
1,2023-08-19,"14,83"
2,2023-08-19,"14,54"
3,2023-08-19,"14,39"
4,2023-08-19,"14,17"
5,2023-08-19,"10,09"
6,2023-08-19,"12,46"
7,2023-08-19,"14,34"
8,2023-08-19,"15,65"
9,2023-08-19,"16,85"
10,2023-08-19,"17,52"
11,2023-08-19,"17,76"
12,2023-08-19,"16,69"
13,2023-08-19,"14,39"
14,2023-08-19,"12,59"
15,2023-08-19,"17,00"
16,2023-08-19,"18,02"
17,2023-08-19,"18,43"
18,2023-08-19,"18,24"
19,2023-08-19,"17,27"
20,2023-08-19,"16,32"
21,2023-08-19,"15,37"
22,2023-08-19,"14,37"
23,2023-08-19,"14,14"
0,2023-08-20,"14,33"
1,2023-08-20,"13,98"
2,2023-08-20,"13,83"
3,2023-08-20,"13,81"
4,2023-08-20,"13,90"
5,2023-08-20,"12,84"
6,2023-08-20,"13,58"
7,2023-08-20,"14,62"
8,2023-08-20,"16,74"
9,2023-08-20,"18,45"
10,2023-08-20,"19,07"
11,2023-08-20,"19,31"
12,2023-08-20,"18,77"
13,2023-08-20,"13,25"
14,2023-08-20,"13,84"
15,2023-08-20,"19,19"
16,2023-08-20,"19,62"
17,2023-08-20,"24,99"
18,2023-08-20,"109,31"
19,2023-08-20,"125,71"
20,2023-08-20,"136,64"
21,2023-08-20,"19,91"
22,2023-08-20,"19,24"
23,2023-08-20,"18,33"
0,2023-08-21,"17,38"
1,2023-08-21,"16,13"
2,2023-08-21,"15,90"
3,2023-08-21,"15,71"
4,2023-08-21,"15,95"
5,2023-08-21,"18,05"
6,2023-08-21,"19,79"
7,2023-08-21,"157,06"
8,2023-08-21,"133,98"
9,2023-08-21,"112,36"
10,2023-08-21,"101,54"
11,2023-08-21,"94,45"
12,2023-08-21,"28,18"
13,2023-08-21,"25,25"
14,2023-08-21,"24,70"
15,2023-08-21,"25,03"
16,2023-08-21,"24,97"
17,2023-08-21,"27,64"
18,2023-08-21,"114,23"
19,2023-08-21,"31,14"
20,2023-08-21,"30,20"
21,2023-08-21,"25,82"
22,2023-08-21,"19,91"
23,2023-08-21,"18,56"
0,2023-08-22,"18,75"
1,2023-08-22,"18,20"
2,2023-08-22,"17,43"
3,2023-08-22,"17,41"
4,2023-08-22,"18,03"
5,2023-08-22,"18,42"
6,2023-08-22,"20,99"
7,2023-08-22,"147,25"
8,2023-08-22,"133,66"
9,2023-08-22,"113,13"
10,2023-08-22,"99,94"
11,2023-08-22,"97,28"
12,2023-08-22,"25,41"
13,2023-08-22,"24,28"
14,2023-08-22,"22,79"
15,2023-08-22,"32,72"
16,2023-08-22,"97,55"
17,2023-08-22,"106,33"
18,2023-08-22,"141,70"
19,2023-08-22,"31,50"
20,2023-08-22,"28,15"
21,2023-08-22,"27,04"
22,2023-08-22,"23,58"
23,2023-08-22,"23,15"
0,2023-08-23,"20,62"
1,2023-08-23,"19,33"
2,2023-08-23,"19,26"
3,2023-08-23,"19,19"
4,2023-08-23,"20,89"
5,2023-08-23,"22,51"
6,2023-08-23,"26,90"
7,2023-08-23,"24,97"
8,2023-08-23,"28,26"
9,2023-08-23,"28,25"
10,2023-08-23,"27,77"
11,2023-08-23,"26,92"
12,2023-08-23,"25,45"
13,2023-08-23,"24,90"
14,2023-08-23,"24,47"
15,2023-08-23,"24,51"
16,2023-08-23,"24,60"
17,2023-08-23,"140,74"
18,2023-08-23,"220,09"
19,2023-08-23,"155,70"
20,2023-08-23,"99,95"
21,2023-08-23,"25,31"
22,2023-08-23,"21,62"
23,2023-08-23,"21,19"
0,2023-08-24,"20,11"
1,2023-08-24,"19,37"
2,2023-08-24,"18,78"
3,2023-08-24,"18,52"
4,2023-08-24,"18,82"
5,2023-08-24,"20,07"
6,2023-08-24,"22,12"
7,2023-08-24,"161,64"
8,2023-08-24,"159,70"
9,2023-08-24,"128,80"
10,2023-08-24,"110,79"
11,2023-08-24,"106,32"
12,2023-08-24,"106,37"
13,2023-08-24,"104,90"
14,2023-08-24,"108,71"
15,2023-08-24,"113,25"
16,2023-08-24,"119,93"
17,2023-08-24,"155,15"
18,2023-08-24,"206,70"
19,2023-08-24,"258,55"
20,2023-08-24,"205,94"
21,2023-08-24,"155,07"
22,2023-08-24,"155,45"
23,2023-08-24,"28,42"
0,2023-08-25,"28,46"
1,2023-08-25,"27,09"
2,2023-08-25,"25,54"
3,2023-08-25,"23,88"
4,2023-08-25,"23,75"
5,2023-08-25,"25,25"
6,2023-08-25,"27,30"
7,2023-08-25,"29,97"
8,2023-08-25,"136,07"
9,2023-08-25,"125,93"
10,2023-08-25,"113,87"
11,2023-08-25,"107,95"
12,2023-08-25,"99,50"
13,2023-08-25,"28,56"
14,2023-08-25,"27,71"
15,2023-08-25,"64,81"
16,2023-08-25,"98,40"
17,2023-08-25,"119,09"
18,2023-08-25,"138,59"
19,2023-08-25,"157,39"
20,2023-08-25,"147,79"
21,2023-08-25,"103,71"
22,2023-08-25,"23,66"
23,2023-08-25,"21,47"
0,2023-08-26,"21,03"
1,2023-08-26,"19,25"
2,2023-08-26,"18,22"
3,2023-08-26,"17,37"
4,2023-08-26,"16,93"
5,2023-08-26,"16,30"
6,2023-08-26,"17,40"
7,2023-08-26,"19,27"
8,2023-08-26,"22,53"
9,2023-08-26,"25,96"
10,2023-08-26,"27,31"
11,2023-08-26,"27,11"
12,2023-08-26,"25,69"
13,2023-08-26,"23,58"
14,2023-08-26,"22,54"
15,2023-08-26,"20,29"
16,2023-08-26,"19,28"
17,2023-08-26,"19,55"
18,2023-08-26,"19,58"
19,2023-08-26,"18,69"
20,2023-08-26,"17,93"
21,2023-08-26,"15,82"
22,2023-08-26,"14,50"
23,2023-08-26,"10,70"
0,2023-08-27,"14,03"
1,2023-08-27,"12,74"
2,2023-08-27,"11,79"
3,2023-08-27,"10,33"
4,2023-08-27,"10,30"
5,2023-08-27,"8,06"
6,2023-08-27,"6,48"
7,2023-08-27,"10,38"
8,2023-08-27,"12,97"
9,2023-08-27,"14,00"
10,2023-08-27,"14,49"
11,2023-08-27,"14,55"
12,2023-08-27,"12,34"
13,2023-08-27,"14,35"
14,2023-08-27,"14,60"
15,2023-08-27,"14,92"
16,2023-08-27,"17,23"
17,2023-08-27,"103,08"
18,2023-08-27,"117,06"
19,2023-08-27,"126,03"
20,2023-08-27,"122,07"
21,2023-08-27,"124,09"
22,2023-08-27,"23,43"
23,2023-08-27,"21,83"
0,2023-08-28,"24,41"
1,2023-08-28,"23,89"
2,2023-08-28,"24,64"
3,2023-08-28,"25,62"
4,2023-08-28,"29,44"
5,2023-08-28,"91,11"
6,2023-08-28,"111,18"
7,2023-08-28,"140,51"
8,2023-08-28,"145,66"
9,2023-08-28,"124,55"
10,2023-08-28,"116,58"
11,2023-08-28,"114,86"
12,2023-08-28,"105,07"
13,2023-08-28,"100,25"
14,2023-08-28,"98,18"
15,2023-08-28,"114,76"
16,2023-08-28,"116,47"
17,2023-08-28,"150,06"
18,2023-08-28,"162,85"
19,2023-08-28,"174,96"
20,2023-08-28,"166,73"
21,2023-08-28,"138,98"
22,2023-08-28,"39,94"
23,2023-08-28,"27,55"
0,2023-08-29,"16,15"
1,2023-08-29,"15,09"
2,2023-08-29,"14,46"
3,2023-08-29,"14,53"
4,2023-08-29,"15,23"
5,2023-08-29,"23,71"
6,2023-08-29,"118,96"
7,2023-08-29,"143,63"
8,2023-08-29,"164,73"
9,2023-08-29,"147,22"
10,2023-08-29,"128,60"
11,2023-08-29,"114,18"
12,2023-08-29,"108,52"
13,2023-08-29,"100,38"
14,2023-08-29,"97,74"
15,2023-08-29,"105,05"
16,2023-08-29,"111,35"
17,2023-08-29,"138,23"
18,2023-08-29,"155,85"
19,2023-08-29,"170,00"
20,2023-08-29,"158,60"
21,2023-08-29,"111,95"
22,2023-08-29,"45,06"
23,2023-08-29,"31,92"
0,2023-08-30,"45,98"
1,2023-08-30,"33,00"
2,2023-08-30,"34,14"
3,2023-08-30,"38,03"
4,2023-08-30,"60,00"
5,2023-08-30,"95,34"
6,2023-08-30,"127,16"
7,2023-08-30,"144,13"
8,2023-08-30,"139,91"
9,2023-08-30,"124,70"
10,2023-08-30,"110,29"
11,2023-08-30,"99,30"
12,2023-08-30,"97,74"
13,2023-08-30,"95,58"
14,2023-08-30,"94,10"
15,2023-08-30,"96,65"
16,2023-08-30,"95,74"
17,2023-08-30,"115,33"
18,2023-08-30,"139,92"
19,2023-08-30,"169,01"
20,2023-08-30,"168,09"
21,2023-08-30,"134,40"
22,2023-08-30,"116,62"
23,2023-08-30,"91,02"
0,2023-08-31,"90,66"
1,2023-08-31,"48,97"
2,2023-08-31,"35,91"
3,2023-08-31,"34,33"
4,2023-08-31,"35,38"
5,2023-08-31,"89,24"
6,2023-08-31,"105,41"
7,2023-08-31,"141,51"
8,2023-08-31,"127,72"
9,2023-08-31,"114,13"
10,2023-08-31,"96,87"
11,2023-08-31,"92,00"
12,2023-08-31,"90,06"
13,2023-08-31,"88,04"
14,2023-08-31,"86,26"
15,2023-08-31,"87,01"
16,2023-08-31,"89,01"
17,2023-08-31,"99,72"
18,2023-08-31,"119,05"
19,2023-08-31,"148,55"
20,2023-08-31,"139,15"
21,2023-08-31,"125,50"
22,2023-08-31,"103,99"
23,2023-08-31,"94,06"
0,2023-09-01,"20,19"
1,2023-09-01,"19,78"
2,2023-09-01,"18,97"
3,2023-09-01,"18,88"
4,2023-09-01,"18,98"
5,2023-09-01,"19,89"
6,2023-09-01,"21,48"
7,2023-09-01,"125,35"
8,2023-09-01,"126,32"
9,2023-09-01,"108,63"
10,2023-09-01,"99,77"
11,2023-09-01,"94,20"
12,2023-09-01,"89,82"
13,2023-09-01,"28,15"
14,2023-09-01,"26,39"
15,2023-09-01,"29,95"
16,2023-09-01,"30,29"
17,2023-09-01,"31,88"
18,2023-09-01,"124,09"
19,2023-09-01,"30,12"
20,2023-09-01,"26,71"
21,2023-09-01,"23,84"
22,2023-09-01,"21,97"
23,2023-09-01,"20,13"
0,2023-09-02,"18,89"
1,2023-09-02,"18,04"
2,2023-09-02,"17,33"
3,2023-09-02,"16,71"
4,2023-09-02,"17,08"
5,2023-09-02,"16,52"
6,2023-09-02,"18,41"
7,2023-09-02,"19,35"
8,2023-09-02,"19,61"
9,2023-09-02,"20,19"
10,2023-09-02,"20,40"
11,2023-09-02,"20,30"
12,2023-09-02,"19,73"
13,2023-09-02,"19,49"
14,2023-09-02,"19,48"
15,2023-09-02,"20,49"
16,2023-09-02,"21,68"
17,2023-09-02,"23,36"
18,2023-09-02,"82,40"
19,2023-09-02,"60,70"
20,2023-09-02,"24,91"
21,2023-09-02,"23,52"
22,2023-09-02,"21,54"
23,2023-09-02,"20,91"
0,2023-09-03,"19,80"
1,2023-09-03,"19,38"
2,2023-09-03,"19,20"
3,2023-09-03,"19,25"
4,2023-09-03,"19,58"
5,2023-09-03,"19,72"
6,2023-09-03,"19,68"
7,2023-09-03,"20,78"
8,2023-09-03,"87,39"
9,2023-09-03,"80,81"
10,2023-09-03,"58,85"
11,2023-09-03,"42,38"
12,2023-09-03,"21,09"
13,2023-09-03,"11,61"
14,2023-09-03,"4,94"
15,2023-09-03,"15,71"
16,2023-09-03,"52,37"
17,2023-09-03,"92,17"
18,2023-09-03,"107,39"
19,2023-09-03,"22,85"
20,2023-09-03,"19,62"
21,2023-09-03,"15,96"
22,2023-09-03,"9,68"
23,2023-09-03,"1,39"
0,2023-09-04,"-0,19"
1,2023-09-04,"-1,21"
2,2023-09-04,"-1,66"
3,2023-09-04,"-1,80"
4,2023-09-04,"-1,61"
5,2023-09-04,"-0,14"
6,2023-09-04,"2,61"
7,2023-09-04,"140,87"
8,2023-09-04,"126,80"
9,2023-09-04,"106,74"
10,2023-09-04,"90,65"
11,2023-09-04,"80,10"
12,2023-09-04,"75,79"
13,2023-09-04,"69,72"
14,2023-09-04,"69,96"
15,2023-09-04,"78,09"
16,2023-09-04,"88,79"
17,2023-09-04,"106,95"
18,2023-09-04,"135,12"
19,2023-09-04,"193,52"
20,2023-09-04,"168,62"
21,2023-09-04,"121,96"
22,2023-09-04,"-1,54"
23,2023-09-04,"-2,10"
0,2023-09-05,"-2,45"
1,2023-09-05,"-2,02"
2,2023-09-05,"-1,77"
3,2023-09-05,"-0,65"
4,2023-09-05,"0,01"
5,2023-09-05,"4,03"
6,2023-09-05,"14,35"
7,2023-09-05,"122,98"
8,2023-09-05,"105,08"
9,2023-09-05,"21,01"
10,2023-09-05,"18,06"
11,2023-09-05,"14,86"
12,2023-09-05,"14,00"
13,2023-09-05,"9,12"
14,2023-09-05,"12,13"
15,2023-09-05,"12,83"
16,2023-09-05,"13,01"
17,2023-09-05,"23,91"
18,2023-09-05,"126,00"
19,2023-09-05,"180,43"
20,2023-09-05,"150,82"
21,2023-09-05,"119,02"
22,2023-09-05,"2,96"
23,2023-09-05,"-0,16"
0,2023-09-06,"86,76"
1,2023-09-06,"83,47"
2,2023-09-06,"88,36"
3,2023-09-06,"89,90"
4,2023-09-06,"90,26"
5,2023-09-06,"100,51"
6,2023-09-06,"119,76"
7,2023-09-06,"141,83"
8,2023-09-06,"119,19"
9,2023-09-06,"89,20"
10,2023-09-06,"19,20"
11,2023-09-06,"18,92"
12,2023-09-06,"18,20"
13,2023-09-06,"18,33"
14,2023-09-06,"20,40"
15,2023-09-06,"34,75"
16,2023-09-06,"91,44"
17,2023-09-06,"105,87"
18,2023-09-06,"145,83"
19,2023-09-06,"189,53"
20,2023-09-06,"166,04"
21,2023-09-06,"97,52"
22,2023-09-06,"20,59"
23,2023-09-06,"17,20"
0,2023-09-07,"14,19"
1,2023-09-07,"12,85"
2,2023-09-07,"12,64"
3,2023-09-07,"12,58"
4,2023-09-07,"12,72"
5,2023-09-07,"14,29"
6,2023-09-07,"22,90"
7,2023-09-07,"130,00"
8,2023-09-07,"126,00"
9,2023-09-07,"102,68"
10,2023-09-07,"84,53"
11,2023-09-07,"70,61"
12,2023-09-07,"69,35"
13,2023-09-07,"47,88"
14,2023-09-07,"38,30"
15,2023-09-07,"32,97"
